연도,조사기간,정당,지지율
2015,1월 3주차,새누리당,38.6
2015,1월 3주차,새정치민주연합,22.2
2015,1월 3주차,정의당,4.5
2015,1월 3주차,기타 정당,3.1
2015,1월 3주차,지지정당 없음,31.6
2015,1월 4주차,새누리당,35.9
2015,1월 4주차,새정치민주연합,27.5
2015,1월 4주차,정의당,4.1
2015,1월 4주차,기타 정당,2.7
2015,1월 4주차,지지정당 없음,29.8
2015,2월 1주차,새누리당,36.1
2015,2월 1주차,새정치민주연합,26.7
2015,2월 1주차,정의당,3.8
2015,2월 1주차,기타 정당,2.6
2015,2월 1주차,지지정당 없음,30.8
2015,2월 2주차,새누리당,37.3
2015,2월 2주차,새정치민주연합,31.8
2015,2월 2주차,정의당,4.3
2015,2월 2주차,기타 정당,2
2015,2월 2주차,지지정당 없음,24.6
2015,2월 3주차,새누리당,34.7
2015,2월 3주차,새정치민주연합,33.8
2015,2월 3주차,정의당,4.1
2015,2월 3주차,기타 정당,2.3
2015,2월 3주차,지지정당 없음,25.1
2015,2월 4주차,새누리당,35.1
2015,2월 4주차,새정치민주연합,32.9
2015,2월 4주차,정의당,4.2
2015,2월 4주차,기타 정당,1.7
2015,2월 4주차,지지정당 없음,26.1
2015,3월 1주차,새누리당,37.3
2015,3월 1주차,새정치민주연합,28.1
2015,3월 1주차,정의당,4.8
2015,3월 1주차,기타 정당,2.7
2015,3월 1주차,지지정당 없음,27.1
2015,3월 2주차,새누리당,39.1
2015,3월 2주차,새정치민주연합,30.4
2015,3월 2주차,정의당,3.1
2015,3월 2주차,기타 정당,1.4
2015,3월 2주차,지지정당 없음,26
2015,3월 3주차,새누리당,37.3
2015,3월 3주차,새정치민주연합,26.4
2015,3월 3주차,정의당,4.8
2015,3월 3주차,기타 정당,1.8
2015,3월 3주차,지지정당 없음,29.7
2015,3월 4주차,새누리당,36.2
2015,3월 4주차,새정치민주연합,29.1
2015,3월 4주차,정의당,4.8
2015,3월 4주차,기타 정당,1.7
2015,3월 4주차,지지정당 없음,28.2
2015,4월 1주차,새누리당,37.2
2015,4월 1주차,새정치민주연합,27.8
2015,4월 1주차,정의당,3.8
2015,4월 1주차,기타 정당,1.5
2015,4월 1주차,지지정당 없음,29.7
2015,4월 2주차,새누리당,33.8
2015,4월 2주차,새정치민주연합,29.6
2015,4월 2주차,정의당,4.3
2015,4월 2주차,기타 정당,1.4
2015,4월 2주차,지지정당 없음,30.9
2015,4월 3주차,새누리당,35.3
2015,4월 3주차,새정치민주연합,28.6
2015,4월 3주차,정의당,3.6
2015,4월 3주차,기타 정당,2.2
2015,4월 3주차,지지정당 없음,30.3
2015,4월 4주차,새누리당,33.6
2015,4월 4주차,새정치민주연합,30.3
2015,4월 4주차,정의당,5.1
2015,4월 4주차,기타 정당,1.7
2015,4월 4주차,지지정당 없음,29.3
2015,4월 5주차,새누리당,37.9
2015,4월 5주차,새정치민주연합,30.8
2015,4월 5주차,정의당,4.1
2015,4월 5주차,기타 정당,2.1
2015,4월 5주차,지지정당 없음,25.1
2015,5월 1주차,새누리당,41.3
2015,5월 1주차,새정치민주연합,27
2015,5월 1주차,정의당,4.5
2015,5월 1주차,기타 정당,2.5
2015,5월 1주차,지지정당 없음,24.7
2015,5월 2주차,새누리당,40.8
2015,5월 2주차,새정치민주연합,29.2
2015,5월 2주차,정의당,4
2015,5월 2주차,기타 정당,2.3
2015,5월 2주차,지지정당 없음,23.7
2015,5월 3주차,새누리당,41.7
2015,5월 3주차,새정치민주연합,27.3
2015,5월 3주차,정의당,4.1
2015,5월 3주차,기타 정당,1.7
2015,5월 3주차,지지정당 없음,25.2
2015,5월 4주차,새누리당,41.5
2015,5월 4주차,새정치민주연합,27.9
2015,5월 4주차,정의당,5.7
2015,5월 4주차,기타 정당,2.1
2015,5월 4주차,지지정당 없음,22.8
2015,6월 1주차,새누리당,38.3
2015,6월 1주차,새정치민주연합,28
2015,6월 1주차,정의당,4.2
2015,6월 1주차,기타 정당,2
2015,6월 1주차,지지정당 없음,27.5
2015,6월 2주차,새누리당,36.5
2015,6월 2주차,새정치민주연합,30.3
2015,6월 2주차,정의당,4.4
2015,6월 2주차,기타 정당,2.1
2015,6월 2주차,지지정당 없음,26.7
2015,6월 3주차,새누리당,36.7
2015,6월 3주차,새정치민주연합,29.4
2015,6월 3주차,정의당,4.5
2015,6월 3주차,기타 정당,2.1
2015,6월 3주차,지지정당 없음,27.3
2015,6월 4주차,새누리당,37.2
2015,6월 4주차,새정치민주연합,30.1
2015,6월 4주차,정의당,5.3
2015,6월 4주차,기타 정당,2
2015,6월 4주차,지지정당 없음,25.4
2015,7월 1주차,새누리당,38.7
2015,7월 1주차,새정치민주연합,28.5
2015,7월 1주차,정의당,4.9
2015,7월 1주차,기타 정당,2.2
2015,7월 1주차,지지정당 없음,25.7
2015,7월 2주차,새누리당,39.7
2015,7월 2주차,새정치민주연합,28.9
2015,7월 2주차,정의당,4.1
2015,7월 2주차,기타 정당,2.1
2015,7월 2주차,지지정당 없음,25.2
2015,7월 3주차,새누리당,37.3
2015,7월 3주차,새정치민주연합,28.5
2015,7월 3주차,정의당,5.1
2015,7월 3주차,기타 정당,2.2
2015,7월 3주차,지지정당 없음,26.9
2015,7월 4주차,새누리당,39.5
2015,7월 4주차,새정치민주연합,26
2015,7월 4주차,정의당,5
2015,7월 4주차,기타 정당,3
2015,7월 4주차,지지정당 없음,26.5
2015,7월 5주차,새누리당,36.5
2015,7월 5주차,새정치민주연합,28.1
2015,7월 5주차,정의당,5.5
2015,7월 5주차,기타 정당,2.5
2015,7월 5주차,지지정당 없음,27.4
2015,8월 1주차,새누리당,39.9
2015,8월 1주차,새정치민주연합,26.1
2015,8월 1주차,정의당,6.6
2015,8월 1주차,기타 정당,2.1
2015,8월 1주차,지지정당 없음,25.3
2015,8월 2주차,새누리당,41.7
2015,8월 2주차,새정치민주연합,26.5
2015,8월 2주차,정의당,4.9
2015,8월 2주차,기타 정당,2.2
2015,8월 2주차,지지정당 없음,24.7
2015,8월 3주차,새누리당,42.4
2015,8월 3주차,새정치민주연합,26.2
2015,8월 3주차,정의당,4.4
2015,8월 3주차,기타 정당,2.4
2015,8월 3주차,지지정당 없음,24.6
2015,8월 4주차,새누리당,45.1
2015,8월 4주차,새정치민주연합,23.8
2015,8월 4주차,정의당,4.5
2015,8월 4주차,기타 정당,2.8
2015,8월 4주차,지지정당 없음,23.8
2015,9월 1주차,새누리당,44.7
2015,9월 1주차,새정치민주연합,25.6
2015,9월 1주차,정의당,5.3
2015,9월 1주차,기타 정당,1.6
2015,9월 1주차,지지정당 없음,22.8
2015,9월 2주차,새누리당,45.6
2015,9월 2주차,새정치민주연합,26.4
2015,9월 2주차,정의당,3.1
2015,9월 2주차,기타 정당,1.8
2015,9월 2주차,지지정당 없음,23.1
2015,9월 3주차,새누리당,41.6
2015,9월 3주차,새정치민주연합,26.6
2015,9월 3주차,정의당,5.2
2015,9월 3주차,기타 정당,1.8
2015,9월 3주차,지지정당 없음,24.8
2015,9월 4주차,새누리당,41.3
2015,9월 4주차,새정치민주연합,26.2
2015,9월 4주차,정의당,5.3
2015,9월 4주차,기타 정당,2.1
2015,9월 4주차,지지정당 없음,25.1
2015,10월 1주차,새누리당,40.4
2015,10월 1주차,새정치민주연합,27.2
2015,10월 1주차,정의당,5.6
2015,10월 1주차,기타 정당,2.6
2015,10월 1주차,지지정당 없음,24.2
2015,10월 2주차,새누리당,41.7
2015,10월 2주차,새정치민주연합,25.7
2015,10월 2주차,정의당,6.3
2015,10월 2주차,기타 정당,2
2015,10월 2주차,지지정당 없음,24.3
2015,10월 3주차,새누리당,42.8
2015,10월 3주차,새정치민주연합,26.3
2015,10월 3주차,정의당,5.9
2015,10월 3주차,기타 정당,2.5
2015,10월 3주차,지지정당 없음,22.5
2015,10월 4주차,새누리당,41.4
2015,10월 4주차,새정치민주연합,24.7
2015,10월 4주차,정의당,5.7
2015,10월 4주차,기타 정당,2.4
2015,10월 4주차,지지정당 없음,25.8
2015,10월 5주차,새누리당,40.6
2015,10월 5주차,새정치민주연합,27.2
2015,10월 5주차,정의당,4.8
2015,10월 5주차,기타 정당,3.5
2015,10월 5주차,지지정당 없음,23.9
2015,11월 1주차,새누리당,40.6
2015,11월 1주차,새정치민주연합,25.4
2015,11월 1주차,정의당,6.2
2015,11월 1주차,기타 정당,3.1
2015,11월 1주차,지지정당 없음,24.7
2015,11월 2주차,새누리당,40.8
2015,11월 2주차,새정치민주연합,27
2015,11월 2주차,정의당,5.2
2015,11월 2주차,기타 정당,2.6
2015,11월 2주차,지지정당 없음,24.4
2015,11월 3주차,새누리당,42.3
2015,11월 3주차,새정치민주연합,26.8
2015,11월 3주차,정의당,5.3
2015,11월 3주차,기타 정당,3.4
2015,11월 3주차,지지정당 없음,22.2
2015,11월 4주차,새누리당,42.7
2015,11월 4주차,새정치민주연합,26.3
2015,11월 4주차,정의당,7.4
2015,11월 4주차,기타 정당,3.1
2015,11월 4주차,지지정당 없음,20.5
2015,12월 1주차,새누리당,42.9
2015,12월 1주차,새정치민주연합,26.9
2015,12월 1주차,정의당,6.3
2015,12월 1주차,기타 정당,3.4
2015,12월 1주차,지지정당 없음,20.5
2015,12월 2주차,새누리당,42.3
2015,12월 2주차,새정치민주연합,26.8
2015,12월 2주차,정의당,6.6
2015,12월 2주차,기타 정당,2.1
2015,12월 2주차,지지정당 없음,22.2
2015,12월 3주차,새누리당,40.2
2015,12월 3주차,새정치민주연합,29.2
2015,12월 3주차,정의당,5.7
2015,12월 3주차,기타 정당,4.1
2015,12월 3주차,지지정당 없음,20.8
2015,12월 4주차,새누리당,39.5
2015,12월 4주차,새정치민주연합,25
2015,12월 4주차,정의당,6.1
2015,12월 4주차,기타 정당,6.8
2015,12월 4주차,지지정당 없음,22.6
2015,12월 5주차,새누리당,38.6
2015,12월 5주차,더불어민주당,26.1
2015,12월 5주차,정의당,6.4
2015,12월 5주차,기타 정당,8.1
2015,12월 5주차,지지정당 없음,20.8
2016,1월 1주차,새누리당,NA
2016,1월 2주차,새누리당,36.1
2016,1월 2주차,더불어민주당,22.5
2016,1월 2주차,정의당,3.7
2016,1월 2주차,국민의당,20.7
2016,1월 2주차,국민회의,1.5
2016,1월 2주차,기타 정당,3.3
2016,1월 2주차,지지정당 없음,12.2
2016,1월 3주차,새누리당,39.2
2016,1월 3주차,더불어민주당,25
2016,1월 3주차,정의당,4.6
2016,1월 3주차,국민의당,17.1
2016,1월 3주차,국민회의,1.5
2016,1월 3주차,기타 정당,2.4
2016,1월 3주차,지지정당 없음,10.2
2016,1월 4주차,새누리당,40.6
2016,1월 4주차,더불어민주당,26.9
2016,1월 4주차,정의당,13.1
2016,1월 4주차,국민의당,3.4
2016,1월 4주차,국민회의,3.8
2016,1월 4주차,기타 정당,12.2
2016,1월 4주차,지지정당 없음,NA
2016,2월 1주차,새누리당,40.2
2016,2월 1주차,더불어민주당,27
2016,2월 1주차,정의당,15
2016,2월 1주차,국민의당,4.4
2016,2월 1주차,국민회의,3.5
2016,2월 1주차,기타 정당,9.9
2016,2월 1주차,지지정당 없음,NA
2016,2월 2주차,새누리당,39.7
2016,2월 2주차,더불어민주당,25.9
2016,2월 2주차,정의당,12.9
2016,2월 2주차,국민의당,5.7
2016,2월 2주차,국민회의,3.4
2016,2월 2주차,기타 정당,12.4
2016,2월 2주차,지지정당 없음,NA
2016,2월 3주차,새누리당,41.7
2016,2월 3주차,더불어민주당,26.7
2016,2월 3주차,정의당,11.7
2016,2월 3주차,국민의당,3.5
2016,2월 3주차,국민회의,3.3
2016,2월 3주차,기타 정당,13.1
2016,2월 3주차,지지정당 없음,NA
2016,2월 4주차,새누리당,43.5
2016,2월 4주차,더불어민주당,26.7
2016,2월 4주차,정의당,12.1
2016,2월 4주차,국민의당,4.7
2016,2월 4주차,국민회의,3.1
2016,2월 4주차,기타 정당,9.9
2016,2월 4주차,지지정당 없음,NA
2016,3월 1주차,새누리당,43.7
2016,3월 1주차,더불어민주당,28
2016,3월 1주차,정의당,11.5
2016,3월 1주차,국민의당,4.5
2016,3월 1주차,국민회의,3.6
2016,3월 1주차,기타 정당,8.8
2016,3월 1주차,지지정당 없음,NA
2016,3월 2주차,새누리당,44.1
2016,3월 2주차,더불어민주당,27.8
2016,3월 2주차,정의당,11.1
2016,3월 2주차,국민의당,5.7
2016,3월 2주차,국민회의,2.2
2016,3월 2주차,기타 정당,9
2016,3월 2주차,지지정당 없음,NA
2016,3월 3주차,새누리당,41.5
2016,3월 3주차,더불어민주당,28.3
2016,3월 3주차,정의당,12.3
2016,3월 3주차,국민의당,6.9
2016,3월 3주차,국민회의,3.8
2016,3월 3주차,기타 정당,7.3
2016,3월 3주차,지지정당 없음,NA
2016,3월 4주차,새누리당,38.3
2016,3월 4주차,더불어민주당,24.9
2016,3월 4주차,정의당,14
2016,3월 4주차,국민의당,8.5
2016,3월 4주차,국민회의,4
2016,3월 4주차,기타 정당,10.3
2016,3월 4주차,지지정당 없음,NA
2016,3월 5주차,새누리당,37.1
2016,3월 5주차,더불어민주당,26.2
2016,3월 5주차,정의당,14.8
2016,3월 5주차,국민의당,8.5
2016,3월 5주차,국민회의,3.8
2016,3월 5주차,기타 정당,9.6
2016,3월 5주차,지지정당 없음,NA
2016,4월 1주차,새누리당,34.8
2016,4월 1주차,더불어민주당,27.6
2016,4월 1주차,정의당,18.5
2016,4월 1주차,국민의당,7.7
2016,4월 1주차,국민회의,3.7
2016,4월 1주차,기타 정당,7.6
2016,4월 1주차,지지정당 없음,NA
2016,4월 2주차,새누리당,27.5
2016,4월 2주차,더불어민주당,30.4
2016,4월 2주차,정의당,23.9
2016,4월 2주차,국민의당,9
2016,4월 2주차,국민회의,3.2
2016,4월 2주차,기타 정당,5.9
2016,4월 2주차,지지정당 없음,NA
2016,4월 3주차,새누리당,28.1
2016,4월 3주차,더불어민주당,31.5
2016,4월 3주차,정의당,23.7
2016,4월 3주차,국민의당,8.5
2016,4월 3주차,국민회의,2.5
2016,4월 3주차,기타 정당,5.7
2016,4월 3주차,지지정당 없음,NA
2016,4월 4주차,새누리당,28.4
2016,4월 4주차,더불어민주당,27.6
2016,4월 4주차,정의당,24.9
2016,4월 4주차,국민의당,8.7
2016,4월 4주차,국민회의,2.4
2016,4월 4주차,기타 정당,8
2016,4월 4주차,지지정당 없음,NA
2016,5월 1주차,새누리당,30.4
2016,5월 1주차,더불어민주당,27.8
2016,5월 1주차,정의당,21.8
2016,5월 1주차,국민의당,8
2016,5월 1주차,국민회의,3.1
2016,5월 1주차,기타 정당,8.8
2016,5월 1주차,지지정당 없음,NA
2016,5월 2주차,새누리당,29.8
2016,5월 2주차,더불어민주당,27.7
2016,5월 2주차,정의당,20.1
2016,5월 2주차,국민의당,8.4
2016,5월 2주차,국민회의,2.2
2016,5월 2주차,기타 정당,11.8
2016,5월 2주차,지지정당 없음,NA
2016,5월 3주차,새누리당,28.4
2016,5월 3주차,더불어민주당,29.5
2016,5월 3주차,정의당,19.8
2016,5월 3주차,국민의당,7.2
2016,5월 3주차,국민회의,2.9
2016,5월 3주차,기타 정당,12.2
2016,5월 3주차,지지정당 없음,NA
2016,5월 4주차,새누리당,30.1
2016,5월 4주차,더불어민주당,26.4
2016,5월 4주차,정의당,20.1
2016,5월 4주차,국민의당,7.4
2016,5월 4주차,국민회의,3
2016,5월 4주차,기타 정당,13
2016,5월 4주차,지지정당 없음,NA
2016,6월 1주차,새누리당,30.3
2016,6월 1주차,더불어민주당,30.1
2016,6월 1주차,정의당,16.3
2016,6월 1주차,국민의당,7.3
2016,6월 1주차,국민회의,2.8
2016,6월 1주차,기타 정당,13.2
2016,6월 1주차,지지정당 없음,NA
2016,6월 2주차,새누리당,30.1
2016,6월 2주차,더불어민주당,28.6
2016,6월 2주차,정의당,16.2
2016,6월 2주차,국민의당,8.4
2016,6월 2주차,국민회의,2
2016,6월 2주차,기타 정당,14.7
2016,6월 2주차,지지정당 없음,NA
2016,6월 3주차,새누리당,30.2
2016,6월 3주차,더불어민주당,29.1
2016,6월 3주차,정의당,16
2016,6월 3주차,국민의당,6.8
2016,6월 3주차,국민회의,3.6
2016,6월 3주차,기타 정당,14.3
2016,6월 3주차,지지정당 없음,NA
2016,6월 4주차,새누리당,29.8
2016,6월 4주차,더불어민주당,29.1
2016,6월 4주차,정의당,15.5
2016,6월 4주차,국민의당,6.7
2016,6월 4주차,국민회의,3.5
2016,6월 4주차,기타 정당,15.4
2016,6월 4주차,지지정당 없음,NA
2016,6월 5주차,새누리당,30.6
2016,6월 5주차,더불어민주당,27.7
2016,6월 5주차,정의당,17.3
2016,6월 5주차,국민의당,6
2016,6월 5주차,국민회의,3.8
2016,6월 5주차,기타 정당,14.6
2016,6월 5주차,지지정당 없음,NA
2016,7월 1주차,새누리당,30.1
2016,7월 1주차,더불어민주당,27.7
2016,7월 1주차,정의당,14.8
2016,7월 1주차,국민의당,6.6
2016,7월 1주차,국민회의,4.1
2016,7월 1주차,기타 정당,16.7
2016,7월 1주차,지지정당 없음,NA
2016,7월 2주차,새누리당,30
2016,7월 2주차,더불어민주당,26.3
2016,7월 2주차,정의당,15.9
2016,7월 2주차,국민의당,7.2
2016,7월 2주차,국민회의,4.3
2016,7월 2주차,기타 정당,16.3
2016,7월 2주차,지지정당 없음,NA
2016,7월 3주차,새누리당,31.4
2016,7월 3주차,더불어민주당,25.9
2016,7월 3주차,정의당,15.2
2016,7월 3주차,국민의당,6.4
2016,7월 3주차,국민회의,4.3
2016,7월 3주차,기타 정당,16.8
2016,7월 3주차,지지정당 없음,NA
2016,7월 4주차,새누리당,28.5
2016,7월 4주차,더불어민주당,25.4
2016,7월 4주차,정의당,13.5
2016,7월 4주차,국민의당,7.8
2016,7월 4주차,국민회의,3.5
2016,7월 4주차,기타 정당,21.3
2016,7월 4주차,지지정당 없음,NA
2016,8월 1주차,새누리당,32.7
2016,8월 1주차,더불어민주당,25.9
2016,8월 1주차,정의당,13
2016,8월 1주차,국민의당,5.8
2016,8월 1주차,국민회의,3
2016,8월 1주차,기타 정당,19.6
2016,8월 1주차,지지정당 없음,NA
2016,8월 2주차,새누리당,33.6
2016,8월 2주차,더불어민주당,26.8
2016,8월 2주차,정의당,12.5
2016,8월 2주차,국민의당,5.5
2016,8월 2주차,국민회의,3.7
2016,8월 2주차,기타 정당,17.9
2016,8월 2주차,지지정당 없음,NA
2016,8월 3주차,새누리당,33.3
2016,8월 3주차,더불어민주당,28.3
2016,8월 3주차,정의당,12.3
2016,8월 3주차,국민의당,5.5
2016,8월 3주차,국민회의,2.7
2016,8월 3주차,기타 정당,17.9
2016,8월 3주차,지지정당 없음,NA
2016,8월 4주차,새누리당,31.9
2016,8월 4주차,더불어민주당,24.8
2016,8월 4주차,정의당,14.1
2016,8월 4주차,국민의당,5.3
2016,8월 4주차,국민회의,4.4
2016,8월 4주차,기타 정당,19.5
2016,8월 4주차,지지정당 없음,NA
2016,8월 5주차,새누리당,29.5
2016,8월 5주차,더불어민주당,28.5
2016,8월 5주차,정의당,13.8
2016,8월 5주차,국민의당,4.6
2016,8월 5주차,국민회의,4
2016,8월 5주차,기타 정당,19.6
2016,8월 5주차,지지정당 없음,NA
2016,9월 1주차,새누리당,30.7
2016,9월 1주차,더불어민주당,28.4
2016,9월 1주차,정의당,13.4
2016,9월 1주차,국민의당,5.2
2016,9월 1주차,국민회의,3.3
2016,9월 1주차,기타 정당,19
2016,9월 1주차,지지정당 없음,NA
2016,9월 2주차,새누리당,32.4
2016,9월 2주차,더불어민주당,30.8
2016,9월 2주차,정의당,13.7
2016,9월 2주차,국민의당,4
2016,9월 2주차,국민회의,4.1
2016,9월 2주차,기타 정당,15
2016,9월 2주차,지지정당 없음,NA
2016,9월 3주차,새누리당,30.1
2016,9월 3주차,더불어민주당,30.1
2016,9월 3주차,정의당,14.2
2016,9월 3주차,국민의당,4.9
2016,9월 3주차,국민회의,3.2
2016,9월 3주차,기타 정당,17.5
2016,9월 3주차,지지정당 없음,NA
2016,9월 4주차,새누리당,33
2016,9월 4주차,더불어민주당,28.8
2016,9월 4주차,정의당,13.9
2016,9월 4주차,국민의당,4.5
2016,9월 4주차,국민회의,3.6
2016,9월 4주차,기타 정당,16.2
2016,9월 4주차,지지정당 없음,NA
2016,10월 1주차,새누리당,32.6
2016,10월 1주차,더불어민주당,29.1
2016,10월 1주차,정의당,12.6
2016,10월 1주차,국민의당,4.2
2016,10월 1주차,국민회의,3.2
2016,10월 1주차,기타 정당,18.3
2016,10월 1주차,지지정당 없음,NA
2016,10월 2주차,새누리당,31.5
2016,10월 2주차,더불어민주당,30.5
2016,10월 2주차,정의당,12.6
2016,10월 2주차,국민의당,5.5
2016,10월 2주차,국민회의,3.5
2016,10월 2주차,기타 정당,16.4
2016,10월 2주차,지지정당 없음,NA
2016,10월 3주차,새누리당,29.6
2016,10월 3주차,더불어민주당,29.2
2016,10월 3주차,정의당,13
2016,10월 3주차,국민의당,5
2016,10월 3주차,국민회의,4.2
2016,10월 3주차,기타 정당,19
2016,10월 3주차,지지정당 없음,NA
2016,10월 4주차,새누리당,25.7
2016,10월 4주차,더불어민주당,31.2
2016,10월 4주차,정의당,14.2
2016,10월 4주차,국민의당,4.5
2016,10월 4주차,국민회의,3.6
2016,10월 4주차,기타 정당,20.8
2016,10월 4주차,지지정당 없음,NA
2016,10월 4주차,새누리당,25.7
2016,10월 4주차,더불어민주당,31.2
2016,10월 4주차,정의당,14.2
2016,10월 4주차,국민의당,4.5
2016,10월 4주차,국민회의,3.6
2016,10월 4주차,기타 정당,20.8
2016,10월 4주차,지지정당 없음,NA
2016,11월 1주차,새누리당,21.4
2016,11월 1주차,더불어민주당,33
2016,11월 1주차,정의당,15.8
2016,11월 1주차,국민의당,5.8
2016,11월 1주차,국민회의,4.3
2016,11월 1주차,기타 정당,19.7
2016,11월 1주차,지지정당 없음,NA
2016,11월 2주차,새누리당,19.2
2016,11월 2주차,더불어민주당,32
2016,11월 2주차,정의당,15.3
2016,11월 2주차,국민의당,6.2
2016,11월 2주차,국민회의,5.4
2016,11월 2주차,기타 정당,21.9
2016,11월 2주차,지지정당 없음,NA
2016,11월 3주차,새누리당,19
2016,11월 3주차,더불어민주당,30.5
2016,11월 3주차,정의당,16.5
2016,11월 3주차,국민의당,7.9
2016,11월 3주차,국민회의,4.9
2016,11월 3주차,기타 정당,21.2
2016,11월 3주차,지지정당 없음,NA
2016,11월 4주차,새누리당,16.2
2016,11월 4주차,더불어민주당,33
2016,11월 4주차,정의당,17.2
2016,11월 4주차,국민의당,6.2
2016,11월 4주차,국민회의,4.7
2016,11월 4주차,기타 정당,22.7
2016,11월 4주차,지지정당 없음,NA
2016,11월 5주차,새누리당,17.8
2016,11월 5주차,더불어민주당,32.5
2016,11월 5주차,정의당,15.3
2016,11월 5주차,국민의당,6.3
2016,11월 5주차,국민회의,5.6
2016,11월 5주차,기타 정당,22.5
2016,11월 5주차,지지정당 없음,NA
2016,12월 1주차,새누리당,17.3
2016,12월 1주차,더불어민주당,35.9
2016,12월 1주차,정의당,12.3
2016,12월 1주차,국민의당,5.3
2016,12월 1주차,국민회의,5.1
2016,12월 1주차,기타 정당,24.1
2016,12월 1주차,지지정당 없음,NA
2016,12월 2주차,새누리당,17.2
2016,12월 2주차,더불어민주당,37.7
2016,12월 2주차,정의당,12.2
2016,12월 2주차,국민의당,5.5
2016,12월 2주차,국민회의,5.8
2016,12월 2주차,기타 정당,21.6
2016,12월 2주차,지지정당 없음,NA
2016,12월 3주차,새누리당,19.2
2016,12월 3주차,더불어민주당,36.1
2016,12월 3주차,정의당,13.5
2016,12월 3주차,국민의당,6.2
2016,12월 3주차,국민회의,5.9
2016,12월 3주차,기타 정당,19.1
2016,12월 3주차,지지정당 없음,NA
2016,12월 4주차,새누리당,20.3
2016,12월 4주차,더불어민주당,34.1
2016,12월 4주차,정의당,12.9
2016,12월 4주차,국민의당,5.1
2016,12월 4주차,국민회의,7.5
2016,12월 4주차,기타 정당,20.1
2016,12월 4주차,지지정당 없음,NA
2017,1월 1주차,새누리당,15.5
2017,1월 1주차,더불어민주당,38.9
2017,1월 1주차,국민의당,11.7
2017,1월 1주차,바른정당,5.6
2017,1월 1주차,정의당,8.4
2017,1월 1주차,기타,19.9
2017,1월 1주차,없음/잘 모름,NA
2017,1월 2주차,새누리당,16.2
2017,1월 2주차,더불어민주당,36
2017,1월 2주차,국민의당,13.2
2017,1월 2주차,바른정당,5
2017,1월 2주차,정의당,8.2
2017,1월 2주차,기타,21.4
2017,1월 2주차,없음/잘 모름,NA
2017,1월 3주차,새누리당,14.1
2017,1월 3주차,더불어민주당,38.1
2017,1월 3주차,국민의당,10.7
2017,1월 3주차,바른정당,4.3
2017,1월 3주차,정의당,7.2
2017,1월 3주차,기타,25.6
2017,1월 3주차,없음/잘 모름,NA
2017,1월 4주차,새누리당,12.7
2017,1월 4주차,더불어민주당,34.5
2017,1월 4주차,국민의당,13.1
2017,1월 4주차,바른정당,8.7
2017,1월 4주차,정의당,4.1
2017,1월 4주차,기타,3.4
2017,1월 4주차,없음/잘 모름,23.5
2017,2월 1주차,새누리당,11.6
2017,2월 1주차,더불어민주당,38.2
2017,2월 1주차,국민의당,11.5
2017,2월 1주차,바른정당,8.3
2017,2월 1주차,정의당,5.4
2017,2월 1주차,기타,2.6
2017,2월 1주차,없음/잘 모름,22.4
2017,2월 2주차,새누리당,14.5
2017,2월 2주차,더불어민주당,43.8
2017,2월 2주차,국민의당,11.6
2017,2월 2주차,바른정당,5.6
2017,2월 2주차,정의당,6.8
2017,2월 2주차,기타,2.5
2017,2월 2주차,없음/잘 모름,15.2
2017,2월 3주차,자유한국당,15.1
2017,2월 3주차,더불어민주당,47.7
2017,2월 3주차,국민의당,11.5
2017,2월 3주차,바른정당,5.6
2017,2월 3주차,정의당,5.4
2017,2월 3주차,기타,2.4
2017,2월 3주차,없음/잘 모름,12.3
2017,2월 4주차,자유한국당,13.1
2017,2월 4주차,더불어민주당,47
2017,2월 4주차,국민의당,11.8
2017,2월 4주차,바른정당,7
2017,2월 4주차,정의당,4.5
2017,2월 4주차,기타,2.7
2017,2월 4주차,없음/잘 모름,13.9
2017,3월 1주차,자유한국당,14.4
2017,3월 1주차,더불어민주당,47.2
2017,3월 1주차,국민의당,10.7
2017,3월 1주차,바른정당,6.6
2017,3월 1주차,정의당,5.3
2017,3월 1주차,기타,2.6
2017,3월 1주차,없음/잘 모름,13.2
2017,3월 2주차,자유한국당,12.5
2017,3월 2주차,더불어민주당,48.1
2017,3월 2주차,국민의당,10.4
2017,3월 2주차,바른정당,6.3
2017,3월 2주차,정의당,5.8
2017,3월 2주차,기타,2.2
2017,3월 2주차,없음/잘 모름,14.7
2017,3월 3주차,자유한국당,11.6
2017,3월 3주차,더불어민주당,50
2017,3월 3주차,국민의당,12
2017,3월 3주차,바른정당,4.8
2017,3월 3주차,정의당,6
2017,3월 3주차,기타,2.8
2017,3월 3주차,없음/잘 모름,12.8
2017,3월 4주차,자유한국당,13.7
2017,3월 4주차,더불어민주당,50.4
2017,3월 4주차,국민의당,13.7
2017,3월 4주차,바른정당,4.9
2017,3월 4주차,정의당,5.2
2017,3월 4주차,기타,1.9
2017,3월 4주차,없음/잘 모름,10.2
2017,3월 5주차,자유한국당,12.5
2017,3월 5주차,더불어민주당,46.4
2017,3월 5주차,국민의당,16.2
2017,3월 5주차,바른정당,4.6
2017,3월 5주차,정의당,5.7
2017,3월 5주차,기타,2.8
2017,3월 5주차,없음/잘 모름,11.8
2017,4월 1주차,자유한국당,10.5
2017,4월 1주차,더불어민주당,43.2
2017,4월 1주차,국민의당,23.2
2017,4월 1주차,바른정당,5.4
2017,4월 1주차,정의당,5.6
2017,4월 1주차,기타,1.9
